Ankray,Orday,Artpay ofay eechspay,Equencyfray,Ispersionday
838,ortsay,nay,47086,0.95
839,oneay,nay,45596,0.98
840,actay,vay,45648,0.98
841,entay,may,46827,0.95
842,owledgeknay,nay,50335,0.88
843,ungay,nay,47305,0.94
844,ationstay,nay,46299,0.96
845,ueblay,jay,47622,0.93
846,atestay,vay,47977,0.93
847,ategystray,nay,49126,0.90
848,ittlelay,day,45469,0.97
849,earlyclay,ray,45912,0.96
850,iscussday,vay,46852,0.94
851,indeeday,ray,46184,0.95
852,orcefay,vay,44931,0.97
853,uthtray,nay,45155,0.97
854,ongsay,nay,45352,0.96
855,exampleay,nay,47134,0.93
856,emocraticday,jay,47299,0.92
857,eckchay,vay,45760,0.95
858,environmentay,nay,47807,0.91
859,eglay,nay,47477,0.91
860,arkday,jay,47565,0.91
861,ublicpay,nay,45684,0.95
862,ariousvay,jay,46777,0.92
863,atherray,ray,44934,0.96
864,aughlay,vay,48567,0.89
865,uessgay,vay,48046,0.90
866,executiveay,nay,47338,0.91
867,etsay,nay,45121,0.96
868,udystay,vay,44897,0.96
869,ovepray,vay,44304,0.97
870,anghay,vay,46632,0.92
871,entireay,jay,43997,0.98
872,ockray,nay,45225,0.95
873,esignday,vay,45946,0.94
874,enoughay,day,44378,0.97
875,orgetfay,vay,45571,0.94
876,incesay,iay,45591,0.94
877,aimclay,vay,44259,0.97
878,otenay,nay,44720,0.96
879,emoveray,vay,44683,0.96
880,anagermay,nay,46187,0.93
881,elphay,nay,43721,0.98
882,oseclay,jay,43568,0.98
883,oundsay,vay,45311,0.94
884,enjoyay,vay,44020,0.97
885,etworknay,nay,45122,0.94
886,egallay,jay,44820,0.95
887,eligiousray,jay,46425,0.91
888,oldcay,jay,44649,0.95
889,ormfay,vay,44646,0.95
890,inalfay,jay,43589,0.97
891,ainmay,jay,43707,0.97
892,iencescay,nay,45726,0.92
893,eengray,jay,44673,0.94
894,emorymay,nay,43531,0.97
895,ardcay,nay,43605,0.96
896,aboveay,iay,44130,0.95
897,eatsay,nay,44404,0.95
898,ellcay,nay,44831,0.94
899,establishay,vay,45921,0.91
900,icenay,jay,44792,0.93
901,ialtray,nay,44489,0.94
902,expertay,nay,43898,0.95
903,atthay,ray,43359,0.96
904,ingspray,nay,44085,0.95
905,irmfay,nay,44704,0.93
906,Emocratday,nay,46905,0.88
907,adioray,nay,43156,0.96
908,isitvay,vay,42941,0.96
909,anagementmay,nay,45112,0.92
910,arecay,vay,42978,0.96
911,avoiday,vay,42890,0.96
912,imagineay,vay,43487,0.95
913,onighttay,ray,47549,0.87
914,ugehay,jay,42582,0.96
915,allbay,nay,43512,0.94
916,onay,uay,44951,0.91
917,oseclay,ray,42826,0.95
918,inishfay,vay,43143,0.95
919,ourselfyay,pay,43401,0.94
920,alktay,nay,43267,0.94
921,eorythay,nay,45553,0.90
922,impactay,nay,43782,0.93
923,espondray,vay,42139,0.96
924,atementstay,nay,42941,0.94
925,aintainmay,vay,43493,0.93
926,argechay,nay,42353,0.95
927,opularpay,jay,42399,0.95
928,aditionaltray,jay,43681,0.92
929,ontoay,iay,43538,0.92
930,evealray,vay,42605,0.94
931,irectionday,nay,41280,0.97
932,eaponay,nay,43158,0.93
933,employeeay,nay,42824,0.93
934,ulturalcay,jay,45673,0.87
935,ontaincay,vay,42542,0.94
936,eacepay,nay,42273,0.94
937,eadhay,vay,41658,0.95
938,ontrolcay,vay,41771,0.95
939,asebay,nay,41154,0.96
940,ainpay,nay,41350,0.96
941,applyay,vay,42391,0.93
942,ayplay,nay,41662,0.95
943,easuremay,nay,43938,0.90
944,ideay,jay,41233,0.96
945,akeshay,vay,45160,0.87
946,yflay,vay,41373,0.95
947,intervieway,nay,41594,0.95
948,anagemay,vay,40536,0.97
949,airchay,nay,43256,0.91
950,ishfay,nay,41488,0.95
951,articularpay,jay,42291,0.93
952,ameracay,nay,41218,0.95
953,ucturestray,nay,43638,0.90
954,oliticspay,nay,41758,0.94
955,erformpay,vay,41667,0.94
956,itbay,nay,41915,0.93
957,eightay,nay,41919,0.93
958,uddenlysay,ray,43382,0.90
959,iscoverday,vay,40489,0.97
960,andidatecay,nay,43251,0.90
961,optay,jay,41484,0.94
962,oductionpray,nay,42052,0.93
963,eattray,vay,40264,0.97
964,iptray,nay,40423,0.96
965,eveningay,nay,40881,0.95
966,affectay,vay,41496,0.93
967,insideay,iay,40856,0.95
968,onferencecay,nay,40643,0.95
969,unitay,nay,41087,0.94
970,estbay,ray,39959,0.97
971,ylestay,nay,40889,0.94
972,adultay,nay,40705,0.95
973,orryay,vay,40210,0.96
974,angeray,nay,41326,0.93
975,entionmay,vay,39815,0.97
976,atherray,iay,41558,0.93
977,arfay,jay,39967,0.96
978,eepday,jay,40126,0.96
979,astpay,nay,39559,0.97
980,edgeay,nay,40960,0.94
981,individualay,jay,42325,0.90
982,ecificspay,jay,42397,0.90
983,iterwray,nay,39666,0.96
984,oubletray,nay,39659,0.96
985,ecessarynay,jay,40776,0.93
986,oughoutthray,iay,40170,0.95
987,allengechay,nay,40380,0.94
988,earfay,nay,38857,0.98
989,ouldershay,nay,42843,0.89
990,institutionay,nay,42153,0.90
991,iddlemay,jay,40402,0.94
992,easay,nay,39516,0.96
993,eamdray,nay,39613,0.96
994,arbay,nay,39853,0.95
995,eautifulbay,jay,40052,0.94
996,opertypray,nay,40027,0.94
997,insteaday,ray,39051,0.97
998,improveay,vay,40214,0.94
999,uffstay,nay,40180,0.94
1000,etailday,nay,38750,0.97
1001,ethodmay,nay,42667,0.88
1002,ignsay,vay,39418,0.95
1003,omebodysay,pay,41639,0.90
1004,agazinemay,nay,39197,0.96
1005,otelhay,nay,39642,0.95
1006,oldiersay,nay,39552,0.95
1007,eflectray,vay,40687,0.92
1008,eavyhay,jay,39160,0.96
1009,exualsay,jay,41865,0.89
1010,ausecay,nay,38843,0.96
1011,agbay,nay,40007,0.93
1012,eathay,nay,40363,0.92
1013,allfay,nay,38822,0.96
1014,arriagemay,nay,38517,0.96
1015,oughtay,jay,39600,0.94
1016,ingsay,vay,38575,0.96
1017,urfacesay,nay,39367,0.94
1018,urposepay,nay,40084,0.92
1019,existay,vay,39341,0.94
1020,atternpay,nay,40397,0.91
1021,omwhay,pay,37950,0.97
1022,inskay,nay,39893,0.92
1023,agentay,nay,38265,0.96
1024,owneray,nay,39492,0.93
1025,achinemay,nay,38407,0.96
1026,asgay,nay,38194,0.96
1027,ownday,iay,39633,0.93
1028,aheaday,ray,39705,0.92
1029,enerationgay,nay,38323,0.96
1030,ommercialcay,jay,40608,0.90
1031,addressay,vay,39774,0.92
1032,ancercay,nay,39407,0.93
1033,esttay,vay,38644,0.95
1034,itemay,nay,40336,0.91
1035,ealityray,nay,38397,0.95
1036,oachcay,nay,40716,0.90
1037,epstay,vay,39356,0.93
1038,Mrsay,nay,40545,0.90
1039,ardyay,nay,39253,0.93
1040,eatbay,vay,38268,0.95
1041,iolencevay,nay,38474,0.94
1042,otaltay,jay,38798,0.93
1043,endtay,vay,38295,0.94
1044,investmentay,nay,38810,0.93
1045,iscussionday,nay,39616,0.91
1046,ingerfay,nay,40842,0.88
1047,ardengay,nay,38800,0.93
1048,oticenay,vay,38910,0.92
1049,ollectioncay,nay,38431,0.93
1050,odernmay,jay,38372,0.93
1051,asktay,nay,39209,0.91
1052,artnerpay,nay,37540,0.95
1053,ositivepay,jay,39310,0.91
1054,ivilcay,jay,37742,0.95
1055,itchenkay,nay,39332,0.91
1056,onsumercay,nay,38079,0.94
1057,otshay,nay,37505,0.95
1058,udgetbay,nay,39165,0.91
1059,ishay,vay,37532,0.95
1060,aintingpay,nay,39264,0.91
1061,ientistscay,nay,37700,0.94
1062,afesay,jay,36547,0.97
1063,agreementay,nay,38141,0.93
1064,apitalcay,nay,37443,0.95
1065,outhmay,nay,40200,0.88
1066,ornay,cay,37230,0.95
1067,ictimvay,nay,36878,0.96
1068,ewspapernay,nay,37522,0.94
1069,insteaday,iay,36247,0.97
1070,eatthray,nay,37022,0.95
1071,esponsibilityray,nay,37084,0.95
1072,ilesmay,vay,41473,0.85
1073,attorneyay,nay,37959,0.92
1074,orescay,nay,39294,0.89
1075,accountay,nay,36786,0.95
1076,interestingay,jay,37473,0.93
1077,eakbray,nay,40348,0.86
1078,audienceay,nay,36227,0.96
1079,ichray,jay,35940,0.97
1080,innerday,nay,37156,0.94
1081,igurefay,vay,36137,0.96
1082,otevay,nay,39464,0.88
1083,esternay,jay,37389,0.93
1084,elateray,vay,39143,0.89
1085,aveltray,vay,35746,0.97
1086,ebateday,nay,37228,0.93
1087,eventpray,vay,36421,0.95
1088,itizencay,nay,36408,0.95
1089,ajoritymay,nay,36758,0.94
1090,onenay,pay,35359,0.98
1091,ontfray,iay,37363,0.92
1092,ornbay,vay,35352,0.97
1093,admitay,vay,35143,0.97
1094,eniorsay,jay,36598,0.93
1095,assumeay,vay,35960,0.95
1096,inday,nay,36478,0.94
1097,eykay,jay,36056,0.95
1098,ofessionalpray,jay,36319,0.93
1099,issionmay,nay,35217,0.96
1100,astfay,ray,35474,0.95
1101,aloneay,ray,34982,0.96
1102,ustomercay,nay,36000,0.94
1103,uffersay,vay,34675,0.97
1104,eechspay,nay,35504,0.95
1105,uccessfulsay,jay,35459,0.95
1106,optionay,nay,35434,0.95
1107,articipantpay,nay,41462,0.81
1108,outhernsay,jay,35314,0.95
1109,eshfray,jay,35974,0.93
1110,eventuallyay,ray,34534,0.97
1111,onay,pay,35016,0.96
1112,orestfay,nay,35429,0.94
1113,ideovay,nay,35230,0.95
1114,obalglay,jay,36381,0.92
1115,Enatesay,nay,36809,0.91
1116,eformray,nay,36103,0.92
1117,accessay,nay,35310,0.94
1118,estaurantray,nay,35898,0.93
1119,udgejay,nay,35464,0.94
1120,ublishpay,vay,35062,0.95
1121,ostcay,vay,34941,0.95
1122,elationray,nay,36963,0.89
1123,ikelay,cay,35636,0.93
1124,eleaseray,vay,34301,0.96
1125,ownay,vay,34577,0.95
1126,irdbay,nay,34835,0.94
1127,opinionay,nay,34501,0.95
1128,editcray,nay,34578,0.95
1129,iticalcray,jay,35824,0.92
1130,ornercay,nay,35496,0.93
1131,oncernedcay,jay,34331,0.96
1132,ecallray,vay,34442,0.95
1133,ersionvay,nay,34456,0.95
1134,arestay,vay,39266,0.83
1135,afetysay,nay,34188,0.96
1136,effectiveay,jay,35851,0.91
1137,eighborhoodnay,nay,34691,0.94
1138,originalay,jay,34368,0.95
1139,actay,nay,34104,0.96
1140,ooptray,nay,36001,0.91
1141,incomeay,nay,34925,0.93
1142,irectlyday,ray,34090,0.96
1143,urthay,vay,34445,0.94
1144,eciesspay,nay,35804,0.91
1145,immediatelyay,ray,33067,0.98
1146,acktray,nay,33788,0.96
1147,asicbay,jay,34788,0.93
1148,ikestray,vay,33238,0.97
1149,opehay,nay,33019,0.98
1150,yskay,nay,35141,0.92
1151,eedomfray,nay,34174,0.94
1152,absolutelyay,ray,36740,0.88
1153,aneplay,nay,33900,0.95
1154,obodynay,pay,34280,0.94
1155,achieveay,vay,35166,0.92
1156,objectay,nay,35040,0.92
1157,attitudeay,nay,35437,0.91
1158,aborlay,nay,34400,0.93
1159,eferray,vay,34317,0.94
1160,onceptcay,nay,35944,0.89
1161,ientclay,nay,34027,0.94
1162,owerfulpay,jay,33151,0.97
1163,erfectpay,jay,33456,0.96
1164,inenay,may,32967,0.97
1165,ereforethay,ray,35842,0.89
1166,onductcay,vay,34909,0.91
1167,announceay,vay,33305,0.96
1168,onversationcay,nay,33046,0.96
1169,examineay,vay,35826,0.89
1170,ouchtay,vay,34737,0.92
1171,easeplay,ray,34709,0.92
1172,attenday,vay,33380,0.95
1173,ompletelycay,ray,32550,0.98
1174,otevay,vay,35224,0.90
1175,arietyvay,nay,34242,0.93
1176,eepslay,vay,34801,0.91
1177,urntay,nay,32944,0.96
1178,involveday,jay,33428,0.95
1179,investigationay,nay,33849,0.94
1180,uclearnay,jay,34264,0.92
1181,esearcherray,nay,34742,0.91
1182,esspray,nay,33410,0.94
1183,onflictcay,nay,34710,0.91
1184,iritspay,nay,32942,0.96
1185,experienceay,vay,34009,0.92
1186,eplaceray,vay,32688,0.96
1187,Itishbray,jay,32929,0.95
1188,encourageay,vay,33348,0.94
1189,argumentay,nay,33394,0.94
1190,ybay,ray,32560,0.96
1191,onceay,cay,32180,0.97
1192,ampcay,nay,32659,0.95
1193,ainbray,nay,32852,0.95
1194,eaturefay,nay,33344,0.93
1195,afternoonay,nay,33202,0.94
1196,AMay,ray,34451,0.90
1197,eekenday,nay,33239,0.93
1198,ozenday,may,32432,0.96
1199,ossibilitypay,nay,32466,0.95
1200,alongay,ray,32475,0.95
1201,insuranceay,nay,32928,0.94
1202,epartmentday,nay,32252,0.96
1203,attlebay,nay,31989,0.96
1204,eginningbay,nay,31866,0.97
1205,ateday,nay,31467,0.98
1206,enerallygay,ray,33191,0.93
1207,Africanay,jay,34557,0.89
1208,eryvay,jay,31807,0.96
1209,orrysay,jay,34270,0.89
1210,isiscray,nay,32924,0.93
1211,ompletecay,vay,32813,0.93
1212,anfay,nay,32919,0.93
1213,ickstay,vay,32259,0.94
1214,efineday,vay,33958,0.90
1215,easilyay,ray,31755,0.96
1216,oughthray,ray,31838,0.96
1217,olehay,nay,32302,0.94
1218,elementay,nay,33053,0.92
1219,isionvay,nay,32358,0.94
1220,atusstay,nay,33511,0.91
1221,ormalnay,jay,31265,0.97
1222,Inesechay,jay,32334,0.94
1223,ipshay,nay,32588,0.93
1224,olutionsay,nay,32052,0.94
1225,onestay,nay,32531,0.93
1226,owlyslay,ray,33403,0.90
1227,alescay,nay,34375,0.88
1228,itbay,ray,32087,0.94
1229,universityay,nay,33000,0.91
1230,introduceay,vay,31345,0.96
1231,iverdray,nay,31633,0.95
1232,attemptay,nay,31944,0.94
1233,arkpay,nay,32322,0.93
1234,otspay,nay,31612,0.95
1235,acklay,nay,32157,0.93
1236,iceay,nay,31686,0.95
1237,oatbay,nay,32079,0.93
1238,inkdray,vay,32078,0.93
1239,unsay,nay,32646,0.92
1240,ontfray,jay,32087,0.93
1241,istanceday,nay,31380,0.95
1242,ooday,nay,31801,0.93
1243,andlehay,vay,30634,0.97
1244,ucktray,nay,31536,0.94
1245,eturnray,nay,31058,0.95
1246,ountainmay,nay,31322,0.94
1247,urveysay,nay,32784,0.90
1248,upposedsay,jay,31005,0.95
1249,aditiontray,nay,32110,0.92
1250,interay,nay,31227,0.95
1251,illagevay,nay,30741,0.96
1252,Ovietsay,jay,36193,0.82
1253,efuseray,vay,30173,0.98
1254,alessay,nay,32145,0.91
1255,ollray,vay,31592,0.93
1256,ommunicationcay,nay,31577,0.93
1257,unray,nay,31325,0.94
1258,eenscray,nay,30758,0.95
1259,aingay,vay,30667,0.95
1260,esidentray,nay,31836,0.92
1261,idehay,vay,31098,0.94
1262,oldgay,nay,30733,0.95
1263,ubclay,nay,30800,0.95
1264,uturefay,jay,31494,0.92
1265,armfay,nay,30291,0.96
1266,otentialpay,jay,31289,0.93
1267,increaseay,nay,31247,0.93
1268,iddlemay,nay,30199,0.96
1269,Europeanay,jay,31455,0.92
1270,esencepray,nay,30624,0.95
1271,independentay,jay,31044,0.93
1272,istrictday,nay,31327,0.92
1273,apeshay,nay,30396,0.95
1274,eaderray,nay,31442,0.92
1275,Msay,nay,31610,0.91
1276,ontractcay,nay,30906,0.93
1277,owdcray,nay,30542,0.94
1278,Istianchray,jay,30726,0.94
1279,expressay,vay,30947,0.93
1280,apartmentay,nay,31012,0.93
1281,illingay,jay,29635,0.97
1282,engthstray,nay,29769,0.96
1283,eviouspray,jay,30490,0.94
1284,andbay,nay,29769,0.96
1285,obviouslyay,ray,31299,0.91
1286,orsehay,nay,30993,0.92
1287,interesteday,jay,29155,0.98
1288,argettay,nay,29866,0.96
1289,isonpray,nay,30248,0.94
1290,ideray,vay,30476,0.94
1291,uardgay,nay,30159,0.94
1292,ermstay,iay,30996,0.92
1293,emandday,nay,30519,0.93
1294,eporterray,nay,30416,0.93
1295,eliverday,vay,29169,0.97
1296,exttay,nay,32316,0.88
1297,areshay,nay,30752,0.92
1298,ooltay,nay,30286,0.93
1299,ilday,jay,29473,0.96
1300,ehiclevay,nay,29421,0.96
1301,observeay,vay,30737,0.92
1302,ightflay,nay,29535,0.95
1303,insideay,ray,30715,0.91
1304,acilityfay,nay,30107,0.93
1305,understandingay,nay,31319,0.89
1306,averageay,jay,29717,0.94
1307,emergeay,vay,29496,0.95
1308,advantageay,nay,29340,0.95
1309,ickquay,jay,29108,0.96
1310,ightlay,jay,29731,0.94
1311,eadershiplay,nay,30047,0.93
1312,earnay,vay,29560,0.94
1313,oundpay,nay,29946,0.93
1314,asisbay,nay,30377,0.92
1315,ightbray,jay,29780,0.93
1316,operateay,vay,29345,0.95
1317,uestgay,nay,29328,0.95
1318,amplesay,nay,32436,0.86
1319,ontributecay,vay,30090,0.92
1320,inytay,jay,29756,0.93
1321,ockblay,nay,28826,0.96
1322,otectionpray,nay,29336,0.94
1323,ettlesay,vay,28827,0.96
1324,eedfay,vay,28494,0.97
1325,ollectcay,vay,28946,0.95
1326,additionalay,jay,29771,0.93
1327,ilewhay,nay,29579,0.93
1328,ighlyhay,ray,29554,0.93
1329,identityay,nay,31163,0.88
1330,itletay,nay,29210,0.94
1331,ostlymay,ray,28178,0.97
1332,essonlay,nay,28623,0.96
1333,aithfay,nay,28710,0.95
1334,iverray,nay,28862,0.95
1335,omotepray,vay,29679,0.92
1336,ivinglay,nay,28736,0.95
1337,esentpray,jay,30645,0.89
1338,ountcay,vay,28836,0.95
1339,unlessay,cay,27908,0.98
1340,arrymay,vay,28722,0.95
1341,omorrowtay,ray,30098,0.91
1342,echniquetay,nay,29828,0.91
1343,athpay,nay,28344,0.96
1344,earay,nay,29597,0.92
1345,opshay,nay,28589,0.95
1346,olkfay,nay,28698,0.94
1347,orderay,vay,27950,0.97
1348,inciplepray,nay,30011,0.90
1349,urvivesay,vay,27682,0.98
1350,iftlay,vay,29354,0.92
1351,orderbay,nay,28636,0.94
1352,ompetitioncay,nay,28752,0.93
1353,umpjay,vay,28504,0.94
1354,athergay,vay,27659,0.97
1355,imitlay,vay,28901,0.93
1356,itfay,vay,27875,0.96
1357,aimclay,nay,28609,0.94
1358,ycray,vay,29690,0.90
1359,equipmentay,nay,28023,0.95
1360,orthay,iay,27687,0.97
1361,associateay,vay,30406,0.88
1362,iticcray,nay,28244,0.94
1363,armay,jay,28600,0.93
1364,aspectay,nay,29460,0.90
1365,esultray,vay,29515,0.90
1366,insistay,vay,27205,0.97
1367,ailurefay,nay,28234,0.94
1368,annualay,jay,28471,0.93
1369,Enchfray,jay,27590,0.96
1370,Istmaschray,nay,28046,0.94
1371,ommentcay,nay,27712,0.95
1372,esponsibleray,jay,27569,0.96
1373,affairay,nay,27432,0.96
1374,approachay,vay,27449,0.96
1375,untilay,iay,27007,0.97
1376,ocedurepray,nay,29044,0.90
1377,egularray,jay,27244,0.96
1378,eadspray,vay,27266,0.96
1379,airmanchay,nay,28560,0.92
1380,aseballbay,nay,28551,0.92
1381,oftsay,jay,27970,0.94
1382,ignoreay,vay,27023,0.97
1383,eggay,nay,27917,0.94
1384,easuremay,vay,28612,0.91
1385,eliefbay,nay,28844,0.91
1386,emonstrateday,vay,29170,0.90
1387,anybodyay,pay,28704,0.91
1388,urdermay,nay,28335,0.92
1389,iftgay,nay,27050,0.96
1390,eligionray,nay,28220,0.92
1391,eviewray,nay,28141,0.93
1392,editoray,nay,27734,0.94
1393,astpay,iay,28278,0.92
1394,engageay,vay,28194,0.92
1395,offeecay,nay,28331,0.92
1396,ocumentday,nay,29437,0.88
1397,eedspay,nay,27740,0.93
1398,osscray,vay,27524,0.94
1399,influenceay,nay,28387,0.91
1400,anyayay,ray,28170,0.92
1401,eatenthray,vay,26587,0.97
1402,ommitcay,vay,26943,0.96
1403,emalefay,jay,27952,0.92
1404,outhyay,nay,27755,0.93
1405,aveay,nay,26844,0.96
1406,ovemay,nay,26717,0.96
1407,afraiday,jay,27727,0.93
1408,arterquay,nay,27125,0.95
1409,ackgroundbay,nay,26907,0.96
1410,ativenay,jay,28026,0.92
1411,oadbray,jay,27191,0.94
1412,onderfulay,jay,27494,0.93
1413,enyday,vay,26675,0.96
1414,apparentlyay,ray,26513,0.97
1415,ightlyslay,ray,26887,0.95
1416,eactionray,nay,26771,0.96
1417,icetay,ray,26450,0.97
1418,uitsay,nay,27066,0.95
1419,erspectivepay,nay,28324,0.90
1420,owinggray,jay,26858,0.95
1421,owblay,vay,27254,0.94
1422,onstructioncay,nay,27114,0.94
1423,indkay,ray,29474,0.86
1424,intelligenceay,nay,27555,0.92
1425,estroyday,vay,26177,0.97
1426,ookcay,vay,27725,0.91
1427,onnectioncay,nay,26552,0.95
1428,argechay,vay,26432,0.96
1429,urnbay,vay,26646,0.95
1430,oeshay,nay,26945,0.94
1431,iewvay,vay,27258,0.92
1432,adegray,nay,27178,0.92
1433,ontextcay,nay,29113,0.86
1434,ommitteecay,nay,26697,0.94
1435,eyhay,uay,27659,0.91
1436,istakemay,nay,26080,0.96
1437,ocusfay,nay,26815,0.93
1438,ilesmay,nay,28698,0.87
1439,ocationlay,nay,26463,0.94
1440,othesclay,nay,27033,0.92
1441,Indianay,jay,27100,0.92
1442,ietquay,jay,26732,0.93
1443,essdray,vay,26669,0.93
1444,omisepray,vay,25720,0.97
1445,awareay,jay,25503,0.97
1446,eighbornay,nay,25497,0.97
1447,ompletecay,jay,25699,0.97
1448,ivedray,nay,26373,0.94
1449,unctionfay,nay,28011,0.88
1450,onebay,nay,26282,0.94
1451,activeay,jay,26507,0.93
1452,extenday,vay,25969,0.95
1453,iefchay,jay,26456,0.93
1454,averageay,nay,26568,0.93
1455,ombinecay,vay,26570,0.93
1456,ineay,nay,26682,0.92
1457,elowbay,ray,26765,0.92
1458,oolcay,jay,26279,0.94
1459,otervay,nay,27768,0.89
1460,eanmay,nay,28991,0.85
1461,emandday,vay,25207,0.97
1462,earninglay,nay,28869,0.85
1463,usbay,nay,25850,0.95
1464,ellhay,nay,27278,0.90
1465,angerousday,jay,25170,0.97
1466,emindray,vay,25525,0.96
1467,oralmay,jay,26980,0.91
1468,Uniteday,jay,26396,0.93
1469,ategorycay,nay,27219,0.90
1470,elativelyray,ray,26476,0.92
1471,ictoryvay,nay,26422,0.92
1472,eykay,nay,25436,0.96
1473,academicay,jay,28216,0.86
1474,isitvay,nay,25000,0.97
1475,Internetay,nay,26983,0.90
1476,ealthyhay,jay,26009,0.94
1477,irefay,vay,25390,0.96
1478,egativenay,jay,26847,0.90
1479,ollowingfay,jay,26643,0.91
1480,istoricalhay,jay,27266,0.89
1481,edicinemay,nay,25511,0.95
1482,ourtay,nay,25781,0.94
1483,ependday,vay,25405,0.95
1484,otophay,nay,25492,0.94
1485,indingfay,nay,28246,0.85
1486,abgray,vay,26951,0.89
1487,irectday,jay,26008,0.92
1488,assroomclay,nay,27531,0.87
1489,ontactcay,nay,25218,0.95
1490,usticejay,nay,25377,0.95
1491,articipatepay,vay,26500,0.91
1492,ailyday,jay,25179,0.95
1493,airfay,jay,25064,0.96
1494,airpay,nay,25289,0.95
1495,amousfay,jay,24631,0.97
1496,exerciseay,nay,25934,0.92
1497,eeknay,nay,25912,0.92
1498,owerflay,nay,25642,0.93
1499,apetay,nay,25730,0.93
1500,irehay,vay,25073,0.95
1501,amiliarfay,jay,24515,0.97
1502,appropriateay,jay,26237,0.91
1503,upplysay,nay,24920,0.96
1504,ullyfay,ray,24842,0.96
1505,utcay,nay,25327,0.94
1506,illay,nay,24351,0.98
1507,actoray,nay,24848,0.96
1508,irthbay,nay,24515,0.97
1509,earchsay,nay,27087,0.87
1510,ietay,vay,24408,0.97
1511,emocracyday,nay,26039,0.91
1512,easternay,jay,25103,0.94
1513,imarypray,jay,26043,0.90
1514,esterdayyay,ray,26215,0.90
1515,irclecay,nay,24735,0.95
1516,eviceday,nay,24918,0.94
1517,ogresspray,nay,24645,0.95
1518,extnay,iay,25720,0.91
1519,ontfray,nay,24402,0.96
1520,ottombay,nay,24653,0.95
1521,islanday,nay,24311,0.96
1522,exchangeay,nay,24826,0.94
1523,eanclay,jay,24325,0.96
1524,udiostay,nay,24765,0.94
1525,aintray,vay,23990,0.97
1526,adylay,nay,25436,0.92
1527,olleaguecay,nay,24370,0.95
1528,applicationay,nay,25735,0.90
1529,ecknay,nay,25716,0.90
1530,eanlay,vay,26896,0.86
1531,amageday,nay,24155,0.96
1532,asticplay,nay,24563,0.94
1533,alltay,jay,25304,0.92
1534,ateplay,nay,24592,0.94
1535,atehay,vay,24921,0.93
1536,otherwiseay,ray,23793,0.97
1537,itingwray,nay,24995,0.92
1538,esspray,vay,24716,0.93
1539,alemay,jay,24873,0.93
1540,artstay,nay,24071,0.96
1541,aliveay,jay,24184,0.95
1542,expressionay,nay,24748,0.93
1543,ootballfay,nay,25271,0.91
1544,intenday,vay,23554,0.97
1545,attackay,vay,23971,0.95
1546,ickenchay,nay,24465,0.93
1547,armyay,nay,23929,0.95
1548,abuseay,nay,24534,0.93
1549,eaterthay,nay,24447,0.93
1550,utshay,vay,24773,0.92
1551,apmay,nay,23666,0.96
1552,extraay,jay,24006,0.95
1553,essionsay,nay,24010,0.95
1554,angerday,nay,23244,0.97
1555,elcomeay,vay,25241,0.90
1556,omesticday,jay,24313,0.93
1557,otslay,pay,23750,0.95
1558,iteraturelay,nay,26254,0.86
1559,ainray,nay,24134,0.93
1560,esireday,nay,23994,0.94
1561,assessmentay,nay,26318,0.85
1562,injuryay,nay,23935,0.94
1563,espectray,nay,23274,0.96
1564,orthernnay,jay,23783,0.94
1565,odnay,vay,27283,0.82
1566,aintpay,vay,24038,0.93
1567,uelfay,nay,23934,0.94
1568,eaflay,nay,24044,0.93
1569,irectday,vay,23298,0.96
1570,ydray,jay,23809,0.94
1571,Ussianray,jay,23739,0.94
1572,instructionay,nay,25190,0.89
1573,ightfay,nay,23211,0.96
1574,oolpay,nay,23346,0.96
1575,imbclay,vay,24367,0.92
1576,eetsay,jay,23843,0.94
1577,eadlay,nay,23301,0.96
1578,engineay,nay,23617,0.94
1579,ourthfay,may,23227,0.96
1580,altsay,nay,24711,0.90
1581,expanday,vay,23417,0.94
1582,importanceay,nay,24946,0.89
1583,etalmay,nay,23317,0.95
1584,atfay,nay,24844,0.89
1585,ickettay,nay,23902,0.92
1586,oftwaresay,nay,23954,0.92
1587,isappearday,vay,23389,0.94
1588,orporatecay,jay,23621,0.93
1589,angestray,jay,23744,0.93
1590,iplay,nay,25250,0.87
1591,eadingray,nay,23919,0.92
1592,urbanay,jay,23889,0.92
1593,entalmay,jay,23650,0.93
1594,increasinglyay,ray,23529,0.93
1595,unchlay,nay,23220,0.94
1596,educationalay,jay,25282,0.87
1597,omewheresay,ray,23527,0.93
1598,armerfay,nay,23005,0.95
1599,aboveay,ray,23866,0.92
1600,ugarsay,nay,24310,0.90
1601,anetplay,nay,23567,0.93
1602,avoritefay,jay,23159,0.94
1603,exploreay,vay,23744,0.92
1604,obtainay,vay,24538,0.89
1605,enemyay,nay,22621,0.97
1606,eatestgray,jay,22673,0.96
1607,omplexcay,jay,23751,0.92
1608,urroundsay,vay,22391,0.97
1609,athleteay,nay,23868,0.91
1610,inviteay,vay,22158,0.98
1611,epeatray,vay,22622,0.96
1612,arefullycay,ray,22837,0.95
1613,oulsay,nay,22713,0.96
1614,ientificscay,jay,23691,0.92
1615,impossibleay,jay,22233,0.98
1616,anelpay,nay,22529,0.96
1617,eaningmay,nay,24064,0.90
1618,ommay,nay,23450,0.92
1619,arriedmay,jay,22352,0.97
1620,aloneay,jay,23106,0.93
1621,instrumentay,nay,23831,0.91
